2024-06-15 00:08:03 - train: epoch 182, iter:780, loss: 0.8249, lr: 0.000687221653578915
2024-06-15 00:21:29 - train: epoch 184, iter:760, loss: 0.8338, lr: 0.0007434680686803483
2024-06-15 00:21:38 - train: epoch 184, iter:780, loss: 0.8341, lr: 0.0007434680686803483
2024-06-15 00:21:48 - train: epoch 184, iter:800, loss: 0.8313, lr: 0.0007434680686803483
2024-06-15 00:22:09 - val epoch: 184, loss: 0.8592, miou: 0.47236366759383414, f1_or_dsc: 0.641639939901234, accuracy: 0.8313018176020408,                 specificity: 0.9023803977679126, sensitivity: 0.6135981063308541
2024-06-15 00:22:10 - train: epoch 185, iter:0, loss: 0.4266, lr: 0.0007702342635146025
2024-06-15 00:22:21 - train: epoch 185, iter:20, loss: 0.7366, lr: 0.0007702342635146025
2024-06-15 00:22:30 - train: epoch 185, iter:40, loss: 0.8019, lr: 0.0007702342635146025
2024-06-15 00:22:39 - train: epoch 185, iter:60, loss: 0.7993, lr: 0.0007702342635146025
2024-06-15 00:22:47 - train: epoch 185, iter:80, loss: 0.8098, lr: 0.0007702342635146025
2024-06-15 00:22:58 - train: epoch 185, iter:100, loss: 0.8068, lr: 0.0007702342635146025
2024-06-15 00:23:08 - train: epoch 185, iter:120, loss: 0.7999, lr: 0.0007702342635146025
2024-06-15 00:23:17 - train: epoch 185, iter:140, loss: 0.7952, lr: 0.0007702342635146025
2024-06-15 00:23:26 - train: epoch 185, iter:160, loss: 0.8051, lr: 0.0007702342635146025
2024-06-15 00:23:35 - train: epoch 185, iter:180, loss: 0.8101, lr: 0.0007702342635146025
2024-06-15 00:23:45 - train: epoch 185, iter:200, loss: 0.7919, lr: 0.0007702342635146025
2024-06-15 00:23:54 - train: epoch 185, iter:220, loss: 0.7909, lr: 0.0007702342635146025
2024-06-15 00:24:04 - train: epoch 185, iter:240, loss: 0.7952, lr: 0.0007702342635146025
2024-06-15 00:24:14 - train: epoch 185, iter:260, loss: 0.8085, lr: 0.0007702342635146025
2024-06-15 00:24:22 - train: epoch 185, iter:280, loss: 0.8120, lr: 0.0007702342635146025
2024-06-15 00:24:30 - train: epoch 185, iter:300, loss: 0.8125, lr: 0.0007702342635146025
2024-06-15 00:24:39 - train: epoch 185, iter:320, loss: 0.8200, lr: 0.0007702342635146025
2024-06-15 00:24:48 - train: epoch 185, iter:340, loss: 0.8200, lr: 0.0007702342635146025
2024-06-15 00:24:58 - train: epoch 185, iter:360, loss: 0.8214, lr: 0.0007702342635146025
2024-06-15 00:25:08 - train: epoch 185, iter:380, loss: 0.8264, lr: 0.0007702342635146025
2024-06-15 00:25:19 - train: epoch 185, iter:400, loss: 0.8299, lr: 0.0007702342635146025
2024-06-15 00:25:30 - train: epoch 185, iter:420, loss: 0.8315, lr: 0.0007702342635146025
2024-06-15 00:25:40 - train: epoch 185, iter:440, loss: 0.8274, lr: 0.0007702342635146025
2024-06-15 00:25:49 - train: epoch 185, iter:460, loss: 0.8324, lr: 0.0007702342635146025
2024-06-15 00:25:59 - train: epoch 185, iter:480, loss: 0.8436, lr: 0.0007702342635146025
2024-06-15 00:26:10 - train: epoch 185, iter:500, loss: 0.8455, lr: 0.0007702342635146025
2024-06-15 00:26:20 - train: epoch 185, iter:520, loss: 0.8441, lr: 0.0007702342635146025
2024-06-15 00:26:29 - train: epoch 185, iter:540, loss: 0.8435, lr: 0.0007702342635146025
2024-06-15 00:26:39 - train: epoch 185, iter:560, loss: 0.8405, lr: 0.0007702342635146025
2024-06-15 00:26:48 - train: epoch 185, iter:580, loss: 0.8433, lr: 0.0007702342635146025
2024-06-15 00:26:58 - train: epoch 185, iter:600, loss: 0.8400, lr: 0.0007702342635146025
2024-06-15 00:27:11 - train: epoch 185, iter:620, loss: 0.8417, lr: 0.0007702342635146025
2024-06-15 00:27:20 - train: epoch 185, iter:640, loss: 0.8390, lr: 0.0007702342635146025
2024-06-15 00:27:30 - train: epoch 185, iter:660, loss: 0.8378, lr: 0.0007702342635146025
2024-06-15 00:27:39 - train: epoch 185, iter:680, loss: 0.8338, lr: 0.0007702342635146025
2024-06-15 00:27:49 - train: epoch 185, iter:700, loss: 0.8334, lr: 0.0007702342635146025
2024-06-15 00:27:59 - train: epoch 185, iter:720, loss: 0.8325, lr: 0.0007702342635146025
2024-06-15 00:28:07 - train: epoch 185, iter:740, loss: 0.8340, lr: 0.0007702342635146025
2024-06-15 00:28:19 - train: epoch 185, iter:760, loss: 0.8305, lr: 0.0007702342635146025
2024-06-15 00:28:28 - train: epoch 185, iter:780, loss: 0.8286, lr: 0.0007702342635146025
2024-06-15 00:28:37 - train: epoch 185, iter:800, loss: 0.8317, lr: 0.0007702342635146025
2024-06-15 00:28:58 - val epoch: 185, loss: 0.8779, miou: 0.46625600915091275, f1_or_dsc: 0.6359817197556309, accuracy: 0.8317812411422902,                 specificity: 0.9084250224786133, sensitivity: 0.5970321000672069
2024-06-15 00:28:58 - train: epoch 186, iter:0, loss: 0.8025, lr: 0.000795953699884774
2024-06-15 00:29:07 - train: epoch 186, iter:20, loss: 0.8405, lr: 0.000795953699884774
2024-06-15 00:29:15 - train: epoch 186, iter:40, loss: 0.8090, lr: 0.000795953699884774
2024-06-15 00:29:24 - train: epoch 186, iter:60, loss: 0.8110, lr: 0.000795953699884774
2024-06-15 00:29:34 - train: epoch 186, iter:80, loss: 0.7852, lr: 0.000795953699884774
2024-06-15 00:29:45 - train: epoch 186, iter:100, loss: 0.8018, lr: 0.000795953699884774
2024-06-15 00:29:55 - train: epoch 186, iter:120, loss: 0.8017, lr: 0.000795953699884774
2024-06-15 00:30:04 - train: epoch 186, iter:140, loss: 0.8016, lr: 0.000795953699884774
2024-06-15 00:30:12 - train: epoch 186, iter:160, loss: 0.8164, lr: 0.000795953699884774
2024-06-15 00:30:22 - train: epoch 186, iter:180, loss: 0.8172, lr: 0.000795953699884774
2024-06-15 00:30:31 - train: epoch 186, iter:200, loss: 0.8186, lr: 0.000795953699884774
2024-06-15 00:30:41 - train: epoch 186, iter:220, loss: 0.8190, lr: 0.000795953699884774
2024-06-15 00:30:49 - train: epoch 186, iter:240, loss: 0.8176, lr: 0.000795953699884774
2024-06-15 00:30:57 - train: epoch 186, iter:260, loss: 0.8117, lr: 0.000795953699884774
2024-06-15 00:31:08 - train: epoch 186, iter:280, loss: 0.8140, lr: 0.000795953699884774
2024-06-15 00:31:18 - train: epoch 186, iter:300, loss: 0.8185, lr: 0.000795953699884774
2024-06-15 00:31:28 - train: epoch 186, iter:320, loss: 0.8133, lr: 0.000795953699884774
2024-06-15 00:31:39 - train: epoch 186, iter:340, loss: 0.8155, lr: 0.000795953699884774
2024-06-15 00:31:49 - train: epoch 186, iter:360, loss: 0.8193, lr: 0.000795953699884774
2024-06-15 00:31:59 - train: epoch 186, iter:380, loss: 0.8117, lr: 0.000795953699884774
2024-06-15 00:32:07 - train: epoch 186, iter:400, loss: 0.8239, lr: 0.000795953699884774
2024-06-15 00:32:17 - train: epoch 186, iter:420, loss: 0.8209, lr: 0.000795953699884774
2024-06-15 00:32:26 - train: epoch 186, iter:440, loss: 0.8199, lr: 0.000795953699884774
2024-06-15 00:32:37 - train: epoch 186, iter:460, loss: 0.8196, lr: 0.000795953699884774
2024-06-15 00:32:47 - train: epoch 186, iter:480, loss: 0.8175, lr: 0.000795953699884774
2024-06-15 00:32:58 - train: epoch 186, iter:500, loss: 0.8160, lr: 0.000795953699884774
2024-06-15 00:33:08 - train: epoch 186, iter:520, loss: 0.8233, lr: 0.000795953699884774
2024-06-15 00:33:19 - train: epoch 186, iter:540, loss: 0.8265, lr: 0.000795953699884774
2024-06-15 00:33:29 - train: epoch 186, iter:560, loss: 0.8270, lr: 0.000795953699884774
2024-06-15 00:33:40 - train: epoch 186, iter:580, loss: 0.8281, lr: 0.000795953699884774
2024-06-15 00:33:50 - train: epoch 186, iter:600, loss: 0.8338, lr: 0.000795953699884774
2024-06-15 00:33:58 - train: epoch 186, iter:620, loss: 0.8337, lr: 0.000795953699884774
2024-06-15 00:34:08 - train: epoch 186, iter:640, loss: 0.8319, lr: 0.000795953699884774
2024-06-15 00:34:18 - train: epoch 186, iter:660, loss: 0.8295, lr: 0.000795953699884774
2024-06-15 00:34:27 - train: epoch 186, iter:680, loss: 0.8284, lr: 0.000795953699884774
2024-06-15 00:34:35 - train: epoch 186, iter:700, loss: 0.8353, lr: 0.000795953699884774
2024-06-15 00:34:43 - train: epoch 186, iter:720, loss: 0.8384, lr: 0.000795953699884774
2024-06-15 00:34:52 - train: epoch 186, iter:740, loss: 0.8406, lr: 0.000795953699884774
2024-06-15 00:35:02 - train: epoch 186, iter:760, loss: 0.8414, lr: 0.000795953699884774
2024-06-15 00:35:13 - train: epoch 186, iter:780, loss: 0.8392, lr: 0.000795953699884774
2024-06-15 00:35:21 - train: epoch 186, iter:800, loss: 0.8362, lr: 0.000795953699884774
2024-06-15 00:35:42 - val epoch: 186, loss: 0.9502, miou: 0.45527961012271123, f1_or_dsc: 0.6256936563336051, accuracy: 0.8158754517431973,                 specificity: 0.8781158324929862, sensitivity: 0.6252419043574723
2024-06-15 00:35:43 - train: epoch 187, iter:0, loss: 2.1786, lr: 0.000820524874925601
2024-06-15 00:35:52 - train: epoch 187, iter:20, loss: 0.9328, lr: 0.000820524874925601
2024-06-15 00:36:02 - train: epoch 187, iter:40, loss: 0.9081, lr: 0.000820524874925601
2024-06-15 00:36:13 - train: epoch 187, iter:60, loss: 0.8750, lr: 0.000820524874925601
2024-06-15 00:36:22 - train: epoch 187, iter:80, loss: 0.8901, lr: 0.000820524874925601
2024-06-15 00:36:30 - train: epoch 187, iter:100, loss: 0.8647, lr: 0.000820524874925601
2024-06-15 00:36:40 - train: epoch 187, iter:120, loss: 0.8664, lr: 0.000820524874925601
2024-06-15 00:36:48 - train: epoch 187, iter:140, loss: 0.8685, lr: 0.000820524874925601
2024-06-15 00:36:57 - train: epoch 187, iter:160, loss: 0.8572, lr: 0.000820524874925601
2024-06-15 00:37:07 - train: epoch 187, iter:180, loss: 0.8555, lr: 0.000820524874925601
2024-06-15 00:37:17 - train: epoch 187, iter:200, loss: 0.8414, lr: 0.000820524874925601
2024-06-15 00:37:27 - train: epoch 187, iter:220, loss: 0.8404, lr: 0.000820524874925601
2024-06-15 00:37:37 - train: epoch 187, iter:240, loss: 0.8314, lr: 0.000820524874925601
2024-06-15 00:37:47 - train: epoch 187, iter:260, loss: 0.8514, lr: 0.000820524874925601
2024-06-15 00:37:58 - train: epoch 187, iter:280, loss: 0.8414, lr: 0.000820524874925601
2024-06-15 00:38:08 - train: epoch 187, iter:300, loss: 0.8461, lr: 0.000820524874925601
2024-06-15 00:38:18 - train: epoch 187, iter:320, loss: 0.8419, lr: 0.000820524874925601
2024-06-15 00:38:28 - train: epoch 187, iter:340, loss: 0.8309, lr: 0.000820524874925601
2024-06-15 00:38:38 - train: epoch 187, iter:360, loss: 0.8334, lr: 0.000820524874925601
2024-06-15 00:38:48 - train: epoch 187, iter:380, loss: 0.8275, lr: 0.000820524874925601
2024-06-15 00:38:58 - train: epoch 187, iter:400, loss: 0.8280, lr: 0.000820524874925601
2024-06-15 00:39:08 - train: epoch 187, iter:420, loss: 0.8293, lr: 0.000820524874925601
2024-06-15 00:39:16 - train: epoch 187, iter:440, loss: 0.8292, lr: 0.000820524874925601
2024-06-15 00:39:26 - train: epoch 187, iter:460, loss: 0.8342, lr: 0.000820524874925601
2024-06-15 00:39:37 - train: epoch 187, iter:480, loss: 0.8340, lr: 0.000820524874925601
2024-06-15 00:39:44 - train: epoch 187, iter:500, loss: 0.8322, lr: 0.000820524874925601
2024-06-15 00:39:52 - train: epoch 187, iter:520, loss: 0.8318, lr: 0.000820524874925601
2024-06-15 00:40:02 - train: epoch 187, iter:540, loss: 0.8312, lr: 0.000820524874925601
2024-06-15 00:40:10 - train: epoch 187, iter:560, loss: 0.8289, lr: 0.000820524874925601
2024-06-15 00:40:20 - train: epoch 187, iter:580, loss: 0.8271, lr: 0.000820524874925601
2024-06-15 00:40:28 - train: epoch 187, iter:600, loss: 0.8312, lr: 0.000820524874925601
2024-06-15 00:40:38 - train: epoch 187, iter:620, loss: 0.8332, lr: 0.000820524874925601
2024-06-15 00:40:47 - train: epoch 187, iter:640, loss: 0.8317, lr: 0.000820524874925601
2024-06-15 00:40:56 - train: epoch 187, iter:660, loss: 0.8310, lr: 0.000820524874925601
2024-06-15 00:41:06 - train: epoch 187, iter:680, loss: 0.8338, lr: 0.000820524874925601
2024-06-15 00:41:17 - train: epoch 187, iter:700, loss: 0.8316, lr: 0.000820524874925601
2024-06-15 00:41:27 - train: epoch 187, iter:720, loss: 0.8344, lr: 0.000820524874925601
2024-06-15 00:41:36 - train: epoch 187, iter:740, loss: 0.8357, lr: 0.000820524874925601
2024-06-15 00:41:46 - train: epoch 187, iter:760, loss: 0.8362, lr: 0.000820524874925601
2024-06-15 00:41:56 - train: epoch 187, iter:780, loss: 0.8374, lr: 0.000820524874925601
2024-06-15 00:42:07 - train: epoch 187, iter:800, loss: 0.8402, lr: 0.000820524874925601
2024-06-15 00:42:28 - val epoch: 187, loss: 0.9361, miou: 0.44686511509538607, f1_or_dsc: 0.6177011394264296, accuracy: 0.8228805714994331,                 specificity: 0.9017359276242992, sensitivity: 0.5813576873628534
2024-06-15 00:42:29 - train: epoch 188, iter:0, loss: 0.9264, lr: 0.0008438508174347011
2024-06-15 00:42:40 - train: epoch 188, iter:20, loss: 0.8150, lr: 0.0008438508174347011
2024-06-15 00:42:49 - train: epoch 188, iter:40, loss: 0.7235, lr: 0.0008438508174347011
2024-06-15 00:43:01 - train: epoch 188, iter:60, loss: 0.7597, lr: 0.0008438508174347011
2024-06-15 00:43:10 - train: epoch 188, iter:80, loss: 0.7714, lr: 0.0008438508174347011
2024-06-15 00:43:20 - train: epoch 188, iter:100, loss: 0.7833, lr: 0.0008438508174347011
2024-06-15 00:43:30 - train: epoch 188, iter:120, loss: 0.7944, lr: 0.0008438508174347011
2024-06-15 00:43:39 - train: epoch 188, iter:140, loss: 0.7861, lr: 0.0008438508174347011
2024-06-15 00:43:49 - train: epoch 188, iter:160, loss: 0.8018, lr: 0.0008438508174347011
2024-06-15 00:44:00 - train: epoch 188, iter:180, loss: 0.8108, lr: 0.0008438508174347011
2024-06-15 00:44:10 - train: epoch 188, iter:200, loss: 0.8208, lr: 0.0008438508174347011
2024-06-15 00:44:21 - train: epoch 188, iter:220, loss: 0.8139, lr: 0.0008438508174347011
2024-06-15 00:44:29 - train: epoch 188, iter:240, loss: 0.8102, lr: 0.0008438508174347011
2024-06-15 00:44:38 - train: epoch 188, iter:260, loss: 0.8167, lr: 0.0008438508174347011
2024-06-15 00:44:47 - train: epoch 188, iter:280, loss: 0.8326, lr: 0.0008438508174347011
2024-06-15 00:44:55 - train: epoch 188, iter:300, loss: 0.8348, lr: 0.0008438508174347011
2024-06-15 00:45:04 - train: epoch 188, iter:320, loss: 0.8398, lr: 0.0008438508174347011
2024-06-15 00:45:13 - train: epoch 188, iter:340, loss: 0.8409, lr: 0.0008438508174347011
2024-06-15 00:45:21 - train: epoch 188, iter:360, loss: 0.8411, lr: 0.0008438508174347011
2024-06-15 00:45:31 - train: epoch 188, iter:380, loss: 0.8426, lr: 0.0008438508174347011
2024-06-15 00:45:40 - train: epoch 188, iter:400, loss: 0.8436, lr: 0.0008438508174347011
2024-06-15 00:45:51 - train: epoch 188, iter:420, loss: 0.8497, lr: 0.0008438508174347011
2024-06-15 00:46:02 - train: epoch 188, iter:440, loss: 0.8452, lr: 0.0008438508174347011
2024-06-15 00:46:12 - train: epoch 188, iter:460, loss: 0.8374, lr: 0.0008438508174347011
2024-06-15 00:46:20 - train: epoch 188, iter:480, loss: 0.8301, lr: 0.0008438508174347011
2024-06-15 00:46:31 - train: epoch 188, iter:500, loss: 0.8333, lr: 0.0008438508174347011
2024-06-15 00:46:39 - train: epoch 188, iter:520, loss: 0.8300, lr: 0.0008438508174347011
2024-06-15 00:46:48 - train: epoch 188, iter:540, loss: 0.8276, lr: 0.0008438508174347011
2024-06-15 00:46:57 - train: epoch 188, iter:560, loss: 0.8327, lr: 0.0008438508174347011
2024-06-15 00:47:06 - train: epoch 188, iter:580, loss: 0.8315, lr: 0.0008438508174347011
2024-06-15 00:47:16 - train: epoch 188, iter:600, loss: 0.8329, lr: 0.0008438508174347011
2024-06-15 00:47:25 - train: epoch 188, iter:620, loss: 0.8342, lr: 0.0008438508174347011
2024-06-15 00:47:35 - train: epoch 188, iter:640, loss: 0.8321, lr: 0.0008438508174347011
2024-06-15 00:47:43 - train: epoch 188, iter:660, loss: 0.8343, lr: 0.0008438508174347011
2024-06-15 00:47:53 - train: epoch 188, iter:680, loss: 0.8343, lr: 0.0008438508174347011
2024-06-15 00:48:01 - train: epoch 188, iter:700, loss: 0.8332, lr: 0.0008438508174347011
2024-06-15 00:48:10 - train: epoch 188, iter:720, loss: 0.8355, lr: 0.0008438508174347011
2024-06-15 00:48:20 - train: epoch 188, iter:740, loss: 0.8350, lr: 0.0008438508174347011
2024-06-15 00:48:29 - train: epoch 188, iter:760, loss: 0.8347, lr: 0.0008438508174347011
2024-06-15 00:48:40 - train: epoch 188, iter:780, loss: 0.8362, lr: 0.0008438508174347011
2024-06-15 00:48:48 - train: epoch 188, iter:800, loss: 0.8367, lr: 0.0008438508174347011
2024-06-15 00:49:11 - val epoch: 188, loss: 0.8983, miou: 0.46951579759818424, f1_or_dsc: 0.6390074858202591, accuracy: 0.8228396045918367,                 specificity: 0.8834971875663673, sensitivity: 0.637053944559255
2024-06-15 00:49:11 - train: epoch 189, iter:0, loss: 1.5087, lr: 0.0008658394705735988
2024-06-15 00:49:20 - train: epoch 189, iter:20, loss: 0.9296, lr: 0.0008658394705735988
2024-06-15 00:49:29 - train: epoch 189, iter:40, loss: 0.8590, lr: 0.0008658394705735988
2024-06-15 00:49:38 - train: epoch 189, iter:60, loss: 0.8277, lr: 0.0008658394705735988
2024-06-15 00:49:48 - train: epoch 189, iter:80, loss: 0.8176, lr: 0.0008658394705735988
2024-06-15 00:49:57 - train: epoch 189, iter:100, loss: 0.8259, lr: 0.0008658394705735988
2024-06-15 00:50:05 - train: epoch 189, iter:120, loss: 0.8277, lr: 0.0008658394705735988
2024-06-15 00:50:14 - train: epoch 189, iter:140, loss: 0.8243, lr: 0.0008658394705735988
2024-06-15 00:50:23 - train: epoch 189, iter:160, loss: 0.8080, lr: 0.0008658394705735988
2024-06-15 00:50:32 - train: epoch 189, iter:180, loss: 0.8065, lr: 0.0008658394705735988
2024-06-15 00:50:41 - train: epoch 189, iter:200, loss: 0.8037, lr: 0.0008658394705735988
2024-06-15 00:50:52 - train: epoch 189, iter:220, loss: 0.8015, lr: 0.0008658394705735988
2024-06-15 00:51:01 - train: epoch 189, iter:240, loss: 0.8009, lr: 0.0008658394705735988
2024-06-15 00:51:10 - train: epoch 189, iter:260, loss: 0.8095, lr: 0.0008658394705735988
2024-06-15 00:51:18 - train: epoch 189, iter:280, loss: 0.8001, lr: 0.0008658394705735988
2024-06-15 00:51:26 - train: epoch 189, iter:300, loss: 0.8139, lr: 0.0008658394705735988
2024-06-15 00:51:35 - train: epoch 189, iter:320, loss: 0.8254, lr: 0.0008658394705735988
